4	0
3.923141122	0.780361288
3.69551813	1.530733729
3.325878449	2.222280932
2.828427125	2.828427125
2.222280932	3.325878449
1.530733729	3.69551813
0.780361288	3.923141122
2.44921E-16	4
-0.780361288	3.923141122
-1.530733729	3.69551813
-2.222280932	3.325878449
-2.828427125	2.828427125
-3.325878449	2.222280932
-3.69551813	1.530733729
-3.923141122	0.780361288
-4	4.89843E-16
-3.923141122	-0.780361288
-3.69551813	-1.530733729
-3.325878449	-2.222280932
-2.828427125	-2.828427125
-2.222280932	-3.325878449
-1.530733729	-3.69551813
-0.780361288	-3.923141122
-7.34764E-16	-4
0.780361288	-3.923141122
1.530733729	-3.69551813
2.222280932	-3.325878449
2.828427125	-2.828427125
3.325878449	-2.222280932
3.69551813	-1.530733729
3.923141122	-0.780361288
4	0
